MP.name,Nature.of.membership,Start.of.term,End.of.term,State,Constituency,Political.party,Gender,Educational.qualifications,Educational.qualifications...details,Age,Debates,Private.Member.Bills,Questions,Attendance,Notes,National.Debates.average,National.Private.Member.Bills.average,National.Questions.average,National.Attendance.average,State.s.Debates.average,State.s.Private.Member.Bills..average,State.s.Questions.average,State.s.Attendance.average,Minister,MajorCriminal,Category,Immoveable,Moveable,MOV,Entitlement,Released,AvailablewInterest,Recommended,Sanctioned,Expenditure,ExpenditureReleasedPerc,Unspent
Palaniappan Chidambaram,Elected,18-May-09,In office,Tamil Nadu,Sivaganga,Indian National Congress,Male,Post Graduate,"B.Sc., B.L., M.B.A.; Educated at Madras University, Chennai, Tamil Nadu and Harvard University, Boston, Massachusetts (U.S.A.) ",68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,NA,NA,0.0043263,19,19.03,19.6,19.09,19.09,19.07,100.23,0.53
Paramjit Kaur Gulshan,Elected,18-May-09,In office,Punjab,Faridkot,Shiromani Akali Dal,Female,Post Graduate,"M.A. (Economics), M.A. (Sociology), B. Ed.; Educated at Punjab University, Chandigarh and Guru Nanak Dev University, Amritsar (Punjab) ",65,29,0,129,80%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,23.8,0.7,170,78%,0,0,SC,NA,NA,0.066674598,19,19,19.7,21.46,19.42,19.39,102.05,0.31
Partap Singh Bajwa,Elected,18-May-09,In office,Punjab,Gurdaspur,Indian National Congress,Male,Graduate,"B.A.; Educated at DAV College, Chandigarh, Punjab",57,37,1,359,82%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,23.8,0.7,170,78%,0,0,GEN,NA,NA,0.0089375,19,19,19.64,20.72,19.62,19.64,103.37,0
Pashupati Nath Singh,Elected,18-May-09,In office,Jharkhand,Dhanbad,Bharatiya Janata Party,Male,Graduate,B.Sc.,64,24,0,301,91%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,38.8,0.8,251,66%,0,0,GEN,2604671,1573645,0.071356103,19,19.14,19.62,21.48,19.38,18.38,96.01,1.24
Pawan Kumar Bansal,Elected,18-May-09,In office,Chandigarh,Chandigarh,Indian National Congress,Male,Graduate,"B.Sc., LL.B.; Educated at Yadavindra Public School, Patiala Government College, Chandigarh; and Department of Law, Panjab University, Chandigarh",65,0,0,26,86%,"This MP was a Minister. He tendered his resignation on 12th May, 2013. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 12th May, 2013.  (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",4.3,0,35,76%,0,0,26,86%,1,0,GEN,6.1E+07,8229399,0.1716367,19,20,21.02,25.33,20.99,18.36,91.8,2.66
Pinaki Misra,Elected,18-May-09,In office,Orissa,Puri,Biju Janata Dal,Male,Graduate,"B.A. (Hist.) Hons., LL.B.; Educated at St. Xavier`s School, Delhi, St. Stephen`s College and Faculty of Law, Delhi University",54,17,0,19,75%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,35,0.9,382,74%,0,0,GEN,2.9E+08,6500000,0.2321648,19,19,19.84,22.72,18.68,20.07,105.63,-0.23
Poonamben Veljibhai Jat,Elected,18-May-09,In office,Gujarat,Kachchh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"Educated at Somaiya College, Mumbai",42,33,0,102,82%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,1,SC,485750,38376,0.1264929,19,19.08,20.49,21.84,19.6,17.46,91.52,3.03
Prabha Kishore Taviad,Elected,18-May-09,In office,Gujarat,Dahod,Indian National Congress,Female,Post Graduate,"M.D., D.G.O.; Educated at B.J. Medical College, Ahmedabad, Gujarat",59,26,0,4,94%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,0,ST,5550000,1832047,0.1095312,19,19.08,20.93,33.73,20.77,19.8,103.79,1.13
Prabhakar Ponnam,Elected,18-May-09,In office,Andhra Pradesh,Karimnagar,Indian National Congress,Male,Post Graduate,"M.A., LL.B.; Educated at Osmania University, Hyderabad, Andhra Pradesh",46,67,0,935,88%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,20.3,0.4,339,68%,0,0,GEN,NA,1287000,0.050786398,19,19,20.68,20.47,19.79,18,94.74,2.68
Prabhatsinh Pratapsinh Chauhan,Elected,18-May-09,In office,Gujarat,Panchmahal,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Educated at Shri K.K. High School, Vejalpur, Tel. Kalol, Distt. Panchmahal, Gujarat",72,1,0,145,86%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,1,GEN,3820000,1189000,0.0034303,19,19.08,20.86,24.62,20.18,20.86,109.35,0
Prabodh Panda,Elected,18-May-09,In office,West Bengal,Medinipur,Communist Party of India,Male,Graduate,"B.A.; Educated at Dantan Bhattar College, Calcutta University, Dantan (West Bengal) ",68,148,1,585,90%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,GEN,1763445,1007301,0.046059601,19,20.14,22.1,21.4,21.4,20.99,104.21,1.11
Pradeep Kumar Jain Aditya,Elected,18-May-09,In office,Uttar Pradesh,Jhansi,Indian National Congress,Male,Post Graduate,"M.A., M.Com., L.L.B.; Bundalkhand University",51,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,GEN,1392000,2362715,0.0553107,19,16.56,17.12,16.66,16.47,16.47,99.44,0.65
Pradeep Kumar Majhi,Elected,18-May-09,In office,Orissa,Nabarangpur,Indian National Congress,Male,Graduate,"B.A. (Eco), Advanced diploma in Computer Application, e-commerce; Educated at Panabeda High School Chandahandi, B.J.B. College BBSR, V.D. College Jeypone and NIIT Connought Place, New Delhi",38,9,0,1101,54%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,35,0.9,382,74%,0,0,ST,1,970000,0.037852898,19,16.5,16.96,15.04,13.44,16.95,102.73,0.01
Pradeep Kumar Singh,Elected,18-May-09,In office,Bihar,Araria,Bharatiya Janata Party,Male,Matric,"Bihar School Examination Board, Patna",49,6,0,166,71%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,1,GEN,1E+05,157014,0.0308054,19,19.48,19.93,30.95,19.86,17.69,90.83,2.24
Pradeep Tamta,Elected,18-May-09,In office,Uttarakhand,Almora,Indian National Congress,Male,Post Graduate,"M.A, LL.B and B.Ed.; Educated at Kumaon University, Nainital, Uttarakhand",55,13,3,2,96%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,53,4.6,112,79%,0,0,SC,205000,410000,0.0144564,19,19,19.87,19.71,19.57,19.14,100.74,0.73
Praful Manoharbhai Patel,Elected,18-May-09,In office,Maharashtra,Bhandara-Gondiya,Nationalist Congress Party,Male,Graduate,"B.Com.; Educated at University of Bombay, Mumbai, Maharashtra",57,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,NA,NA,0.2443997,19,19.35,21.17,30.82,20.95,17.52,90.52,3.65
Pralhad Venkatesh Joshi,Elected,18-May-09,In office,Karnataka,Dharwad,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.S. Arts College, Hubli",51,69,0,632,75%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,21.2,0.2,350,68%,0,0,GEN,4492935,3045404,0.1724637,19,17.11,19.61,24.16,18.9,17.63,103.06,1.98
Prasanna Kumar Patasani,Elected,18-May-09,In office,Orissa,Bhubaneswar,Biju Janata Dal,Male,Doctorate,"M.A., LL.B., MSCI, Ph.D. (Honorary), D. Litt. (Utkal), D.Sc. (Swiss); Educated at Utkal University, Bhubaneswar (Orissa), Madhusudan Law College, Cuttack (Orissa), Maharshi Institute of Creative Intelligence, Rishikesh (Uttar Pradesh), Sheelsburg (Switzer",67,58,0,139,82%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,35,0.9,382,74%,0,0,GEN,1225000,252178,0.35547879,19,19,19.74,21.09,19.72,18.73,98.58,1.01
Prasanta Kumar Majumdar,Elected,18-May-09,In office,West Bengal,Balurghat,Revolutionary Socialist Party,Male,Post Graduate,"M.A. (Economics); Educated at Guwahati University, Assam",73,138,2,468,76%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,GEN,1544287,1179585,0.0058319,19,15.14,16.64,15.78,15.78,15.42,101.83,1.22
Pratik Prakashbapu Patil,Elected,18-May-09,In office,Maharashtra,Sangli,Indian National Congress,Male,Diploma Course,"Intermediate, Diploma in Automobile Engineering; Educated at Padmabhushan Vasant Dada Patil Institute of Technology, Budhgaon, District Sangli",40,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,7439000,15400000,0.051212002,19,19.35,21.21,99.56,20.59,19.13,98.84,2.08
Praveen Singh Aron,Elected,18-May-09,In office,Uttar Pradesh,Bareilly,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Rohilkhand Vishwa Vidyalay and Rohilkhand University, Bareilly, Uttar Pradesh",54,6,0,12,66%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,NA,24400000,0.0132316,19,19.06,19.93,17.37,17.37,17.25,90.49,2.68
Prem Das Rai,Elected,18-May-09,In office,Sikkim,Sikkim,Sikkim Democratic Front,Male,Graduate,"B.Tech. (Chemical) and P.G.D.M.; Educated at IIT, Kanpur and IIM Ahmedabad, Gujarat",59,70,1,180,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,70,1,180,87%,0,0,GEN,13400000,5245191,0.33711091,19,19,20.25,19.54,19.12,17.63,92.79,2.62
Premchandra Guddu,Elected,18-May-09,In office,Madhya Pradesh,Ujjain,Indian National Congress,Male,Inter/ Higher Secondary,,53,21,0,257,79%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,46.6,0.4,233,82%,0,1,SC,99200000,6534400,0.02373,19,19.03,19.53,20.38,19.52,19.52,102.55,0.01
Premdas Katheria,Elected,18-May-09,In office,Uttar Pradesh,Etawah,Samajwadi Party,Male,Graduate,"B.Ed.; Educated at Kanpur University, Kanpur",49,54,0,156,92%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,SC,3655000,823828,0.0732788,19,19.06,19.55,19.19,19.19,19.55,102.56,0
Preneet Kaur,Elected,18-May-09,In office,Punjab,Patiala,Indian National Congress,Female,Graduate,"B.A., T.T.C.; Educated at St. Bedes College and Convent of Jesus and Mary College, Shimla, Himachal Pradesh",69,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,NA,NA,0.1040475,19,19,19.63,19.98,19.14,19.63,103.32,0
Priya Sunil Dutt,Elected,18-May-09,In office,Maharashtra,Mumbai-North-Central,Indian National Congress,Female,Post Graduate,"B.A.. (Sociology) Post-Grauduate (TV Production); Educated at Sophia College, Bombay University, Mumbai (Maharashtra) and Centre for Media Arts, New York City (U.S.A.) ",47,14,3,161,58%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,0,GEN,3.18E+08,5.3E+07,0.2626479,19,19.35,21.06,22.45,20.45,19.77,102.15,1.29
Pulin Bihari Baske,Elected,18-May-09,In office,West Bengal,Jhargram,Communist Party of India (Marxist),Male,Graduate,"M.B.B.S.; Educated at Kolkata Medical College, West Bengal",45,42,0,84,92%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,ST,750000,829298,0.30504271,19,20.14,23.25,21.42,21.19,23.1,114.68,0.15
Purnmasi Ram,Elected,18-May-09,In office,Bihar,Gopalganj,Janata Dal (United),Male,Matric,Educated at Hindi Vidyapeeth Deoghar,64,25,0,656,86%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,1,SC,18700000,1656856,0.0841676,19,19.48,20.96,23.23,22.87,20.96,107.63,-0.01
R. Thamaraiselvan,Elected,18-May-09,In office,Tamil Nadu,Dharmapuri,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., B.L.; Educated at (i) Govt. Arts College, Dharmapuri and (ii) Govt. Law College, Trichy",50,112,3,740,80%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,47.2,0.4,398,69%,0,0,GEN,2495808,NA,0.17470969,19,16.53,16.67,20.77,18.69,16.66,100.81,0.01
R.K. Singh Patel,Elected,18-May-09,In office,Uttar Pradesh,Banda,Samajwadi Party,Male,Graduate,"B.A.; Educated at University of Allahabad, Uttar Pradesh",54,45,0,198,81%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,NA,13100000,0.055865601,19,19.06,19.79,21.25,19.42,18.74,98.31,1.05
Radha Mohan Singh,Elected,18-May-09,In office,Bihar,Purvi Champaran,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at M.S. College, Bihar University, Motihari, Bihar",64,43,0,560,84%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,0,GEN,5625960,2207364,0.1645451,19,19.48,21.19,21.13,19.82,21.18,108.75,0.01
Radhe Mohan Singh,Elected,18-May-09,In office,Uttar Pradesh,Ghazipur,Samajwadi Party,Male,Graduate,"B.A. (Hons.), History; Educated at Lalit Narayan Mithila University, Darbhanga",46,17,0,162,76%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,15900000,13700000,0.089961,19,19.06,19.74,19.49,19.34,19.34,101.46,0.4
Raghavendra Yeddyurappa,Elected,18-May-09,In office,Karnataka,Shimoga,Bharatiya Janata Party,Male,Graduate,"B.B.M.; Educated at A.T.N.C.C., Shivamogga, Karnataka",40,2,0,128,50%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,21.2,0.2,350,68%,0,0,GEN,62500000,3299093,0.055419698,19,17.11,18.2,19.43,19.43,17.46,102.06,0.74
Raghuvansh Prasad Singh,Elected,18-May-09,In office,Bihar,Vaishali,Rashtriya Janata Dal,Male,Doctorate,"M.Sc., Ph.D. (Maths); Educated at Rajendra College, L.S. College and Bihar University, Muzaffarpur (Bihar) ",67,179,5,508,97%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,0,GEN,4869200,1165038,0.035700899,19,19.48,20.09,24.51,20.71,17.91,91.96,2.18
Raghuvir Singh Meena,Elected,18-May-09,In office,Rajasthan,Udaipur,Indian National Congress,Male,Graduate,"B.A.; Educated at Vardhman Mahavir Vishvavidhalaya, Rajasthan",55,12,0,125,84%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,51.5,1,304,88%,0,0,ST,5900000,1273882,0.2175103,19,19,19.52,18.89,18.77,18.42,96.95,1.1
Rahul Gandhi,Elected,18-May-09,In office,Uttar Pradesh,Amethi,Indian National Congress,Male,Post Graduate,"M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .",43,2,0,0,43%,Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,20200000,2042223,0.57248592,19,19.06,19.61,19.88,19.39,15.97,83.78,3.64
Raj Kumari Chauhan,Elected,18-May-09,In office,Uttar Pradesh,Aligarh,Bahujan Samaj Party,Female,Inter/ Higher Secondary,"Educated at Janta Inter College, Chlerat, Aligarh, U.P.",45,1,0,22,85%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,28700000,6938506,0.023924399,19,19.06,19.55,19.53,19.53,19.53,102.45,0.02
Raja Ram Pal,Elected,18-May-09,In office,Uttar Pradesh,Akbarpur,Indian National Congress,Male,Graduate,"B.A., LL.B; Educated at D.A.V. College, Kanpur (Uttar Pradesh) ",53,54,0,0,91%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,2200000,400200,0.050282899,19,19.06,19.43,19.44,19.44,19.43,101.93,0
Rajaiah Siricilla,Elected,18-May-09,In office,Andhra Pradesh,Warangal,Indian National Congress,Male,Graduate,"B.Sc. (Agriculture); Educated at Acharya N.G. Ranga Agricultural University, Hyderabad, Andhra Pradesh",60,40,0,806,84%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,20.3,0.4,339,68%,0,0,SC,3702734,675000,0.1209684,19,19,20.09,19.72,19.72,20.09,105.74,0
Rajan Sushant,Elected,18-May-09,In office,Himachal Pradesh,Kangra,Bharatiya Janata Party,Male,Doctorate,"GAMS, B.A., LL.B.; Dayanand Ayurvedic College Jalandhar (Punjab), H.P. University, Shimla and P.B. University, Chandigarh",58,70,1,54,90%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,86.3,0.6,337,92%,0,0,GEN,3634000,2268584,0.031395499,19,19,20.72,20.14,20.14,20.14,106,0.58
Rajen Gohain,Elected,18-May-09,In office,Assam,Nawgong,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B.; Educated at Anandaram Dhekial Phukan College, Nagaon and Jalukbari, Gauhati University, Guwahati (Assam) ",63,8,0,87,53%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,22.1,0.5,83,80%,0,0,GEN,4861400,5379491,0.045406099,19,19,19.14,16.89,15.69,14.77,77.74,4.37
Rajendra Agrawal,Elected,18-May-09,In office,Uttar Pradesh,Meerut,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at M.M. (P.G.) College, Modi Nagar, Ghaziabad",64,172,2,366,99%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,NA,2370691,0.064786702,19,19.06,19.88,19.55,19.32,19.09,100.14,0.79
Rajendrasinh Ghanshyamsinh Rana (Raju Rana),Elected,18-May-09,In office,Gujarat,Bhavnagar,Bharatiya Janata Party,Male,Graduate,"B.Com., LL.B.; Educated at Saurashtra University, Bhavnagar (Gujarat) ",57,2,0,32,79%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,0,GEN,3E+06,2444040,0.0094859,19,19.08,21.5,22.48,20.61,21.5,112.7,0
Rajesh Nandini Singh,Elected,18-May-09,In office,Madhya Pradesh,Shahdol,Indian National Congress,Female,Graduate,"B.Sc.; Educated from Ravi Shankar Vishwa Vidhayalaya,; Raipur, Chhattisgarh",56,1,0,1,84%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,46.6,0.4,233,82%,0,0,ST,5200000,3645000,0.0213149,19,19.03,20.21,19.73,19.36,19.62,103.08,0.59
Rajiv Ranjan (Lalan) Singh,Elected,18-May-09,In office,Bihar,Munger,Janata Dal (United),Male,Graduate,"B.A. (Hons.); Educated at T.N.B. College, Bhagalpur University, Bihar",59,12,0,579,93%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,0,GEN,NA,87599,0.29087579,19,19.48,20.65,20.18,19.91,18.72,96.12,1.93
Rajnath Singh,Elected,18-May-09,In office,Uttar Pradesh,Ghaziabad,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at Gorakhpur University, Uttar Pradesh",62,14,0,33,77%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,1E+07,4880703,0.1092775,19,19.06,19.47,19.29,16.91,14.49,76.01,4.98
Raju Shetti,Elected,18-May-09,In office,Maharashtra,Hatkanangle,Swabhimani Paksha,Male,Diploma Course,"D.M.E.; Educated at J. J. Magdum Polytechnic, Jaysingpur, Distt. Kolhapur, Maharashtra",46,43,1,324,74%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,0,GEN,780000,2113940,0.097178303,19,19.35,20.84,45.12,21,20.19,104.32,0.65
Rakesh Pandey,Elected,18-May-09,In office,Uttar Pradesh,Ambedkar Nagar,Bahujan Samaj Party,Male,Matric,,61,11,0,20,85%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,NA,1.28E+08,0.0280411,19,19.06,19.41,16.55,16.55,14.48,75.96,4.93
Rakesh Sachan,Elected,18-May-09,In office,Uttar Pradesh,Fatehpur,Samajwadi Party,Male,Post Graduate,"M.A. (Economics), LL.B; Educated at Kanpur University",49,50,0,34,85%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,34400000,1.5E+07,0.075214997,19,19.06,19.73,18.96,18.96,14.88,78.06,4.85
Rakesh Singh,Elected,18-May-09,In office,Madhya Pradesh,Jabalpur,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at Government Science College, Jabalpur",51,53,4,432,77%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,46.6,0.4,233,82%,0,0,GEN,6413500,3335599,0.167331,19,19.03,19.87,19.79,19.36,18.39,96.61,1.48
Ram Chandra Dome,Elected,18-May-09,In office,West Bengal,Bolpur,Communist Party of India (Marxist),Male,Graduate,"M.B.B.S.; Educated at N.R.S. Medical College and Hospital, Calcutta, West Bengal",55,54,0,80,83%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,SC,5E+05,439396,0.1176128,19,17.64,19.86,20.84,19.08,19.86,112.57,0
Ram Singh Kaswan,Elected,18-May-09,In office,Rajasthan,Churu,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B.; Educated at Doonger College, Bikaner and Rajasthan University, Jaipur, Rajasthan",68,76,0,327,93%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,51.5,1,304,88%,0,0,GEN,23700000,3858761,0.0155022,19,19,19.27,18.78,18.78,18.51,97.42,0.76
